freq,PDB: 2OAY; native form of c1 inhibitor  _deriv_baselineCorr,PDB: 2OAY; native form of c1 inhibitor  _deriv_baselineCorr_ref_compare,PDB: 1LQ8; split form of c1 inhibitor  _deriv_baselineCorr,PDB: 1V94; carbonic anhydrase (bovin)_deriv_baselineCorr,PDB: 1ATH; cleaved form of anti-thrombin_deriv_baselineCorr,PDB: 3IF7; calmodulin_deriv_baselineCorr,PDB: 2MLT; melittin _deriv_baselineCorr,PDB: 3DLW; native anti-chymotrypsin_deriv_baselineCorr,PDB: 1T1F; native form of anti-thrombin  _deriv_baselineCorr,PDB: 1OVA; native ovalbumin _deriv_baselineCorr,PDB: 1H3E; Split form ovalbumin_deriv_baselineCorr,PDB: 1T5A; pyruvate kinase_deriv_baselineCorr,PDB: 3ENJ; pig citrate synthase _deriv_baselineCorr,PDB: 2BRD; bacteriorhodopsin in purple membrane_deriv_baselineCorr,PDB: 2AXT; phtosystem II reaction centre  _deriv_baselineCorr,PDB: 2I37; rhodopsin bleached _deriv_baselineCorr,PDB: 1HZX; rhodopsin unbleached_deriv_baselineCorr,PDB: 2ACH; sact1 DIFF_deriv_baselineCorr,PDB: 1AS4; split anti-chymotrypsin_deriv_baselineCorr,PDB: 1GNS; subtilisin _deriv_baselineCorr,PDB: 3CEI; superoxide dismutase _deriv_baselineCorr,PDB: 1QOV; Reaction centere R. Sphae._deriv_baselineCorr,PDB: 1SSN; staphylokinase-B wild type _deriv_baselineCorr,PDB: 1yph; chymotrypsin(bovin)_deriv_baselineCorr,PDB: 3A7T; trypsin (bovine)_deriv_baselineCorr,PDB: 3V03; albumin (bovine)_deriv_baselineCorr,PDB: 3AGV; IgG (Human)_deriv_baselineCorr,PDB: 1QHO; alpha amylase_type2 (basillus species)_deriv_baselineCorr,PDB: 1DAY; alpha casein (bovine milk)_deriv_baselineCorr,PDB: 4GCR; apha-Crystallin(Bovine eye lens)_deriv_baselineCorr,PDB: 1HFZ; alpha_lactalbumin (human)_deriv_baselineCorr,PDB: 1a06; albumin (human)_deriv_baselineCorr,PDB: 1E7H; albumin (sheep)_deriv_baselineCorr,PDB: 6adh; alcohol dehydrogenase_deriv_baselineCorr,PDB: 1SLF; avidin_deriv_baselineCorr,PDB: 3LDJ; Aprotinin (bovine lung)_deriv_baselineCorr,PDB: 1BEB; β-lactoglobulin_deriv_baselineCorr,PDB: 3M1K; carbonic anhydrase (human)_deriv_baselineCorr,PDB: 1bkv; collagen (calf skin)_deriv_baselineCorr,PDB: 1ovt; conalbumin(chicken egg white)_deriv_baselineCorr,PDB: 3cna; concanavalin(jack bean)_deriv_baselineCorr,PDB: 1HRC; cytochrome (Horse heart)_deriv_baselineCorr,PDB: 1mpx; d_amino acid dehydrogenase_deriv_baselineCorr,PDB: 2OII; elastin_deriv_baselineCorr,PDB: 1W17; esterase (bacillus sybstilis)_deriv_baselineCorr,PDB: 1T1C; esterase (rhizopus oryzae)_deriv_baselineCorr,PDB: 3F32; ferritin (horse spleen)_deriv_baselineCorr,PDB: 1DLP; Fetuin (calf serum)_deriv_baselineCorr,PDB: 3ghg; fibrinogen(bovine plasma)_deriv_baselineCorr,PDB: 1GAL; glucose oxidase (aspegillus niger)_deriv_baselineCorr,PDB: 3AGV; IgG (bovine) _deriv_baselineCorr,PDB: 2OLY; insulin (human)_deriv_baselineCorr,PDB: 1CRL; lipaseA (candida rugosa)_deriv_baselineCorr,PDB: 1OIL; lipase (wheat)_deriv_baselineCorr,PDB: 3H3F; l_lactic (rabbit muscle)_deriv_baselineCorr,PDB: 1NZ2; myoglobulin(horse muscle)_deriv_baselineCorr,PDB: 9pap; papain(papaya lanex)_deriv_baselineCorr,PDB: 1yx9; pepsin(pepsin gastric mucosa)_deriv_baselineCorr,PDB: 1lsh; phosvitin(from egg white)_deriv_baselineCorr,PDB: 3AJ8; proteinase (from bovine pancreas)_deriv_baselineCorr,PDB: 1HCH; peroxidase (horseradish)_deriv_baselineCorr,PDB: 1rbx; ribnuA(from bovine pancreas)_deriv_baselineCorr,PDB: 3djv; ribnuS.dpt (from bovine pancreas)_deriv_baselineCorr,PDB: 1rbb; ribonucleausB(bovine pancrease)_deriv_baselineCorr,PDB: 1RQW; thaumactin (t.danielli)_deriv_baselineCorr,PDB: 1QGD; Transketalose (E.coli)_deriv_baselineCorr,PDB: 2J9Z; Tryptophan Synthase_deriv_baselineCorr,PDB: 1BBI; typsin-chymotripsin_deriv_baselineCorr,PDB: 1UHB; trypsin (hog pancreas)_deriv_baselineCorr,PDB: 3A7T; trypsin (bovine).1_deriv_baselineCorr,PDB: 2tga; trypsinogen(bovine pancreas)_deriv_baselineCorr,PDB: 2ZCB; ubiquitin (bovine)_deriv_baselineCorr,PDB: 4H9M; urease (Canavalia ensiformis)_deriv_baselineCorr,PDB: 3NNE; choline oxidase_deriv_baselineCorr,PDB: 1bg3; hexakinase_deriv_baselineCorr,PDB: 1w2t; invertase(from baker's yeast)_deriv_baselineCorr,PDB: 1LDM; lactic dehydrogenase_deriv_baselineCorr,PDB: 1IOA; lectin ( p.vulgaris)_deriv_baselineCorr,PDB: 2lyz; Lysozyme (chicken egg)_deriv_baselineCorr,PDB: 2QSP; Hemoglobin bovine_deriv_baselineCorr,PDB: 1YJ0; annexinV/without calcium_deriv_baselineCorr,PDB: 2EIB; galactose oxidase _deriv_baselineCorr,PDB: 1HNA; lglutathion (reduced)_deriv_baselineCorr,PDB: 2ZFG; porin _deriv_baselineCorr,PDB: 3CWL; alpha-1-antitrypsin _deriv_baselineCorr
1674,0.006782083,0.006782083,0.006757579,0.012056973,0.007972563,0.003288881,0.004495638,0.006785087,0.008410301,0.006663838,0.006869696,0.004873694,0.005259786,0.002205269,0.006972782,0.001211513,0.002570314,0.007921892,0.007921892,0.009917871,0.001861691,0.00743449,0.004929589,0.011634159,0.010756025,0.007456866,0.010812008,0.011703295,0.013193509,0.008758527,0.00064027,0.00614424,0.002979825,0.007691328,0.009280824,0.009615705,0.011952213,0.013963938,0.012161165,0.003141556,0.008762466,0.00787081,0.012292854,0.01086117,0.007106614,0.013810045,0.003411743,0.009288125,0.009069242,0.004662705,0.013816654,0.006793279,0.013154635,0.005907102,0.003784193,0.003497163,0.013840537,0.011980916,0.015429639,0.012908376,0.003829957,0.008865672,0.010435348,0.00609536,0.009408821,0.000560091,0.004283638,0.011659113,0.008581693,0.00941084,0.003819079,0.011094263,0.012326864,0.007317604,0.004465032,0.016175184,0.006936998,0.006885008,0.008581726,0.010749538,0.008000662,0.009492225,0.008932851,0.007929762,0.009441717
1673,0.006389105,0.006389105,0.006340885,0.012311893,0.007839257,0.002553438,0.004042346,0.00622732,0.008116659,0.006125714,0.006095072,0.004863317,0.003883688,0.003866396,0.005693684,0.000574238,0.001452786,0.007275884,0.007275884,0.007591136,0.001436568,0.006909124,0.005014096,0.011715008,0.010663002,0.005423175,0.009555899,0.01317213,0.012841011,0.008823405,0.001349759,0.00468285,0.001791152,0.007202791,0.008593356,0.009269433,0.010689502,0.014068668,0.010822022,0.00296161,0.008868947,0.006530737,0.010637738,0.008978567,0.005195772,0.01406638,0.002433281,0.007894907,0.009096559,0.00448238,0.013511987,0.005637523,0.014376428,0.005167573,0.002967152,0.002380785,0.014335798,0.010763749,0.014626739,0.013548054,0.002822626,0.009307308,0.010717848,0.008366063,0.009838864,0.000793462,0.003263724,0.011858283,0.008703419,0.009301412,0.004398873,0.011066652,0.012282039,0.007850503,0.005034105,0.014401589,0.005034279,0.006932631,0.007528498,0.010506634,0.008578574,0.009492225,0.009670488,0.008224717,0.009360195
1672,0.005998833,0.005998833,0.005855622,0.012972121,0.007622182,0.001904774,0.003930287,0.005679589,0.007681384,0.005243242,0.005009321,0.004926699,0.002836808,0.00639323,0.004214232,0.000155865,0.000518463,0.006598128,0.006598128,0.005830427,0.001171034,0.006496672,0.005971845,0.011581607,0.01076612,0.003128755,0.00907685,0.011940204,0.012702529,0.008940186,0.002163076,0.002656104,0.001204957,0.007653748,0.008328945,0.009658323,0.010319397,0.013719569,0.008840525,0.002796659,0.00879796,0.004859886,0.008596963,0.007289052,0.00322052,0.013745961,0.001261701,0.006862893,0.009205827,0.00416037,0.013908054,0.004391874,0.015068777,0.004355004,0.001505077,0.001498784,0.01315788,0.008265833,0.014312561,0.013220014,0.002360932,0.01002579,0.011077392,0.010829504,0.010568634,0.000793462,0.002320304,0.01159783,0.008973922,0.008922622,0.005923984,0.011166053,0.014030212,0.008357406,0.005683993,0.010570625,0.002782727,0.007589156,0.006416373,0.009432091,0.009176352,0.009542986,0.010117131,0.008426674,0.009241871
1671,0.005369798,0.005369798,0.005113931,0.013732795,0.007306437,0.001340718,0.003571782,0.005221288,0.007222763,0.004403008,0.004027504,0.005421136,0.002371827,0.009523951,0.00268837,0,9.82E-05,0.006017883,0.006017883,0.004986705,0.001072866,0.006261982,0.006281705,0.011876705,0.011022834,0.002320493,0.009213323,0.012650931,0.012803243,0.008966137,0.003737795,0.001322718,0.000640472,0.007453323,0.008143857,0.010494703,0.009840438,0.013315612,0.007022338,0.00312656,0.008789086,0.003604627,0.007225734,0.006371886,0.002490535,0.012720622,0.001235952,0.004179656,0.009378834,0.003799718,0.013496753,0.003261801,0.014824418,0.004373264,0.000494525,0.000721637,0.010835508,0.006340166,0.012811487,0.011071351,0.002423891,0.011245231,0.011137316,0.013070091,0.01142872,0.000560091,0.002626278,0.011000319,0.00931205,0.008964709,0.007461699,0.011143964,0.013088888,0.008188438,0.006552755,0.007472746,0.000840368,0.008881796,0.005394327,0.008065241,0.009735178,0.009796789,0.010353987,0.008520596,0.009063851
1670,0.004516203,0.004516203,0.004177892,0.014292579,0.007014454,0.001091232,0.003206536,0.004963256,0.006921339,0.004017068,0.003588225,0.006021584,0.002633739,0.013221364,0.001299473,0.000239194,0,0.005658737,0.005658737,0.005104873,0.001178275,0.006231633,0.005971845,0.01209904,0.011627122,0.001772961,0.009778712,0.012745694,0.012475923,0.009498136,0.00571052,0.00025601,0.000276814,0.007891754,0.008046907,0.01193839,0.009121999,0.01288672,0.006467083,0.003531438,0.008820143,0.002315443,0.007065043,0.004054837,0.001009096,0.01268858,0.00117158,0.004798865,0.009078347,0.003451948,0.013115919,0.002401405,0.013928437,0.004355004,0.000129007,0.000197371,0.008379281,0.005440916,0.011834044,0.009365543,0.002969528,0.012464673,0.011531103,0.014798716,0.012275775,0,0.001861343,0.010801149,0.009636653,0.010025323,0.009012018,0.011287543,0.013581962,0.008422393,0.007027543,0.00524984,0,0.010334315,0.004583619,0.006817784,0.010261674,0.010405915,0.010550239,0.008763731,0.008871281
1669,0.003745804,0.003745804,0.003433361,0.014309289,0.006906923,0.001251771,0.00307236,0.005045996,0.006947279,0.00436593,0.00391617,0.006730286,0.003869073,0.017331717,0.000264875,0.000975342,0.000566606,0.005678296,0.005678296,0.00589542,0.001387484,0.00647933,0.005014096,0.011670541,0.012219871,0.001694742,0.010280041,0.014261911,0.012274495,0.00990038,0.006991061,0,0,0.007829121,0.008399454,0.013360769,0.009274395,0.012492738,0.006826366,0.00425872,0.009215009,0.000814222,0.00723109,0.004682371,0,0.012304077,0.000540729,0.003766851,0.009151193,0.003117057,0.011546884,0.001399749,0.012665918,0.004802374,0.000559029,0,0.006137221,0.005004916,0.011764227,0.009463955,0.003934887,0.013460001,0.01207898,0.015955148,0.013513778,0.001586925,0.002549785,0.010280243,0.010137083,0.011633078,0.010524525,0.010823671,0.015374961,0.008357406,0.007209377,0.005037009,0.000586672,0.011535109,0.004216375,0.005990263,0.010811281,0.010659718,0.010976579,0.008775298,0.008735626
1668,0.003469502,0.003469502,0.003239012,0.013952624,0.007146551,0.001737727,0.003382208,0.005570087,0.007331712,0.005369632,0.004896306,0.007592115,0.006222055,0.021777984,0,0.002465771,0.001748179,0.006155928,0.006155928,0.006886852,0.001867324,0.007051257,0.004929589,0.010926731,0.012664433,0.002242274,0.010706171,0.014735728,0.012060479,0.010795696,0.00879074,2.13E-05,4.34E-05,0.008004493,0.008725561,0.014356966,0.008468872,0.012422918,0.008535679,0.004783562,0.009698608,0,0.008934414,0.006082255,0.000644104,0.012784705,0.000695223,0.006037282,0.009369729,0.002228309,0.010495782,0.001014497,0.011321946,0.005678853,0.000666534,0.000129525,0.005066386,0.005713416,0.0124624,0.010956537,0.005655745,0.014508062,0.01296072,0.016340625,0.014334769,0.002473736,0.003289222,0.009590808,0.010745714,0.013013559,0.012188282,0.010343233,0.014075037,0.008526374,0.007003972,0.00617211,0.002291191,0.012259668,0.004306453,0.006039667,0.011476834,0.010710479,0.011517964,0.008982576,0.008749962
1667,0.003827308,0.003827308,0.003697497,0.013053814,0.007774417,0.002755197,0.003564199,0.006544005,0.008076711,0.006787326,0.006302603,0.008805069,0.009605379,0.026354577,0.000721049,0.004455312,0.003641441,0.007105523,0.007105523,0.00857666,0.002866967,0.007955709,0.004507053,0.010110157,0.013061763,0.003076609,0.01076466,0.014404056,0.012438155,0.011353647,0.010642333,0.001365387,0.000781593,0.007415743,0.009404216,0.015251946,0.007815746,0.01252266,0.011638573,0.005120961,0.01007129,0.000237481,0.01123765,0.006082255,0.000815865,0.012304077,0.000952713,0.00665649,0.009142087,0.002125266,0.009353281,0.000706296,0.010181606,0.006774451,0.001333068,0.00051193,0.004852219,0.00667625,0.013858748,0.011563412,0.007450053,0.015272685,0.013902384,0.016443018,0.014699654,0.002380387,0.005099569,0.009498883,0.011408445,0.014368788,0.014217561,0.009680559,0.013895737,0.008201436,0.006704283,0.010334145,0.004019495,0.012599836,0.005203776,0.006797199,0.012320397,0.010710479,0.012330042,0.008819252,0.008878128
1666,0.00482159,0.00482159,0.004703323,0.012100233,0.008778437,0.004137134,0.003900587,0.007917124,0.009181241,0.008599666,0.008132369,0.010103562,0.013973278,0.03081783,0.002684974,0.007532452,0.006437875,0.008549192,0.008549192,0.010908122,0.004011179,0.009248484,0.003605642,0.009071248,0.013220406,0.00529281,0.010951266,0.013503802,0.012841011,0.011483403,0.013064977,0.002805443,0.00244248,0.006701727,0.009977106,0.016088326,0.00718439,0.012582506,0.012291814,0.005668296,0.010124531,0.001373999,0.01194469,0.009026839,0.002469065,0.01268858,0.00180243,0.007636903,0.008359,0.002138147,0.007510044,0.001104389,0.007208577,0.00786092,0.00253713,0.00159747,0.005106542,0.007157666,0.015953269,0.011809442,0.009454222,0.015958209,0.015494652,0.016430972,0.015116665,0.003593918,0.006527448,0.009315034,0.011969738,0.015597753,0.0164233,0.008752816,0.014792236,0.008630354,0.00688275,0.013904983,0.005565455,0.012368521,0.006863302,0.008024071,0.01346064,0.012842422,0.01304061,0.009061462,0.009092951
1665,0.006405339,0.006405339,0.006258114,0.011293328,0.010131228,0.006486645,0.004980105,0.009624101,0.010646338,0.010794076,0.010446821,0.011772251,0.019011919,0.034565324,0.005999309,0.011588388,0.010400633,0.010394808,0.010394808,0.013720529,0.005460085,0.010905075,0.003633811,0.00796766,0.013317395,0.006413947,0.01144424,0.014167147,0.01172057,0.01131472,0.014241691,0.004512176,0.004168499,0.00573718,0.00998592,0.017153778,0.006814285,0.011615004,0.010375641,0.006762967,0.010062417,0.002060999,0.010171734,0.008061402,0.003392281,0.012720622,0.000592227,0.008926921,0.006492339,0.000734183,0.005453541,0,0.004927897,0.00811656,0.001634084,0.001461777,0.006230919,0.00654,0.018222333,0.012219492,0.010545498,0.015780237,0.016393513,0.015925033,0.013839568,0.005740934,0.007521864,0.008610278,0.012132039,0.015816609,0.017708931,0.006665393,0.015016361,0.008565366,0.006862546,0.014709012,0.006659518,0.011616749,0.007802199,0.008415188,0.014996892,0.012436338,0.011768355,0.009516732,0.009326602
1664,0.008727358,0.008727358,0.008519702,0.010591325,0.011847286,0.009682239,0.006738929,0.011597583,0.012420123,0.013240622,0.013166917,0.014038022,0.02445439,0.037781561,0.010563312,0.016480208,0.015417309,0.01250376,0.01250376,0.017530277,0.007221731,0.01291191,0.003267613,0.007033855,0.01365271,0.008473711,0.012561091,0.012129731,0.011141465,0.011496378,0.015677973,0.007040275,0.008022189,0.006062871,0.010312027,0.018911774,0.006944911,0.010822052,0.007893326,0.008742372,0.010182208,0.005173701,0.007857785,0.008254489,0.006312219,0.013745961,0,0.010474941,0.004170394,0,0.003031438,1.28E-05,0.003543199,0.008801309,0.001698587,0.002726184,0.007991103,0.006776166,0.020212128,0.012104678,0.012014522,0.015345193,0.016590406,0.015154078,0.012366996,0.008448042,0.007980826,0.007537823,0.012253765,0.015774521,0.017696326,0.004589016,0.012819938,0.009254235,0.006835608,0.013171897,0.007872502,0.011120104,0.010279362,0.00948973,0.017205189,0.009644507,0.010746491,0.009852402,0.009624444
1663,0.011782238,0.011782238,0.011512431,0.01012883,0.013800556,0.013650157,0.009008338,0.013722941,0.014355774,0.015751975,0.016041398,0.016716899,0.030068008,0.039845084,0.016047585,0.022548136,0.021501627,0.014741403,0.014741403,0.022583157,0.009194732,0.015207914,0.004985927,0.00649621,0.013960622,0.010976715,0.014017732,0.012224495,0.011040751,0.0119635,0.017633393,0.010763088,0.013243667,0.007816594,0.010497115,0.020909497,0.006574806,0.010193675,0.006075139,0.01157652,0.010537143,0.009914846,0.005966989,0.009171655,0.008609523,0.015348055,0.001235952,0.012229365,0.001429589,0.000798585,0.001249135,0.001297015,0.004887171,0.010344277,0.002945651,0.005069961,0.010433945,0.00738475,0.022935006,0.011120557,0.014218059,0.014646485,0.016581846,0.014039808,0.011480847,0.013208817,0.009791173,0.006833067,0.011935925,0.015437819,0.01845258,0.002705918,0.012506163,0.009969098,0.006485409,0.009530116,0.00910927,0.011035061,0.013581092,0.01171292,0.020225497,0.009441465,0.010150967,0.010216758,0.009974708
1662,0.015041047,0.015041047,0.014811087,0.009923298,0.01580739,0.018563953,0.012238044,0.015850083,0.0163018,0.018465809,0.019101884,0.019765131,0.035454327,0.040802457,0.022103492,0.029250318,0.028188495,0.016918102,0.016918102,0.027264987,0.011457139,0.017684506,0.006985932,0.006419404,0.014229956,0.014470491,0.01518193,0.01208235,0.01138066,0.011937548,0.019450377,0.015669946,0.019263022,0.010472232,0.010435419,0.022688801,0.006770744,0.009929357,0.005966266,0.015310397,0.01119821,0.016072398,0.005575974,0.010378451,0.012645907,0.017174441,0.00426146,0.014138591,0,0.003258741,0.000213267,0.003980939,0.006923492,0.012325484,0.005955804,0.008406761,0.01416848,0.008383916,0.022760462,0.011415793,0.016558005,0.013967553,0.016556164,0.01308816,0.010229812,0.018949751,0.012417451,0.007231408,0.011820961,0.015286303,0.019700398,0.001248036,0.011564839,0.009982096,0.006485409,0.006124814,0.010242973,0.011222154,0.017596522,0.014981834,0.02390253,0.007055718,0.010428427,0.010817076,0.010271052
1661,0.017833491,0.017833491,0.017875226,0.009916799,0.017644269,0.0242197,0.016149163,0.017844306,0.018193353,0.02173679,0.022617121,0.023111484,0.040284131,0.040649582,0.028116384,0.035970201,0.035140694,0.018871433,0.018871433,0.031593495,0.013559957,0.020246869,0.010197207,0.0063143,0.014355428,0.018068559,0.015198641,0.009334207,0.011934586,0.011898622,0.02152693,0.021024822,0.025380077,0.012551646,0.010523556,0.023541163,0.007358557,0.010163752,0.009635301,0.018466948,0.011730613,0.022552246,0.008971909,0.009509558,0.016703762,0.018936744,0.008329802,0.015273806,0.00020943,0.006800852,0,0.00694738,0.009244898,0.014726671,0.010127018,0.012557714,0.018612444,0.009255916,0.023423727,0.012022668,0.019517041,0.013631383,0.016102453,0.012371413,0.008705114,0.024690686,0.016395115,0.007139483,0.011536933,0.015033775,0.018818102,0.000403127,0.011833789,0.010540989,0.007707737,0.005297136,0.011297397,0.011303794,0.021896046,0.0194488,0.028092426,0.007461803,0.011281108,0.011278362,0.010418047
1660,0.019973225,0.019973225,0.020475606,0.009761026,0.019181109,0.030441672,0.020814365,0.019555297,0.01980579,0.025193164,0.026127648,0.026327146,0.044212048,0.039690451,0.033477276,0.042578259,0.041499928,0.020455698,0.020455698,0.035157452,0.015192055,0.022754377,0.01287327,0.006128348,0.014222384,0.022422743,0.014020517,0.008813008,0.013004671,0.011833744,0.023672701,0.026646376,0.030992352,0.01521981,0.010320841,0.023306764,0.00816408,0.010777168,0.016929823,0.019981493,0.011681809,0.029167798,0.016470817,0.00878548,0.02119102,0.02041067,0.013749966,0.017647438,0.001884873,0.011386275,4.57E-05,0.010812743,0.011444125,0.017063948,0.014534743,0.017522822,0.023022944,0.010382249,0.023423727,0.012006266,0.022066848,0.013374311,0.015854196,0.012034121,0.006997974,0.029544809,0.019888319,0.007292691,0.011381394,0.014427711,0.016561947,0,0.013447488,0.011658776,0.012091954,0.006881548,0.013097053,0.01117453,0.026219823,0.02443451,0.032545375,0.005888225,0.012438319,0.011304734,0.010448645
1659,0.022048366,0.022048366,0.022865813,0.009414016,0.02036314,0.036984723,0.02616793,0.020857273,0.020859996,0.027894424,0.028631131,0.029980313,0.04693386,0.037981294,0.03776848,0.048163914,0.046864279,0.021535686,0.021535686,0.036504572,0.016467425,0.025002123,0.017126801,0.005453259,0.013430609,0.025760081,0.011920503,0.006254393,0.014439842,0.01175589,0.025506989,0.031851912,0.035605925,0.017762709,0.010241517,0.021756531,0.009013144,0.011480352,0.022613017,0.020626299,0.011011869,0.035367757,0.022582428,0.010426723,0.02451889,0.02143601,0.020689322,0.01630582,0.00487153,0.016808924,0.000335134,0.014973466,0.014742965,0.019793814,0.019522998,0.023024532,0.026724016,0.011472249,0.022725554,0.010710507,0.024700599,0.012708562,0.01532344,0.011913659,0.005421149,0.032718659,0.023585507,0.008426428,0.011137942,0.012895713,0.013423496,3.31E-05,0.015868035,0.011892731,0.01891746,0.007661929,0.015610228,0.011130309,0.030301079,0.029304944,0.036995727,0.007309521,0.014312864,0.011427112,0.010548567
1658,0.024448846,0.024448846,0.025146876,0.009054566,0.021133976,0.042850906,0.031250826,0.021667942,0.021196698,0.029024517,0.029336802,0.033579633,0.048365725,0.035599135,0.040734176,0.05243832,0.050694589,0.022062357,0.022062357,0.036205606,0.01755102,0.026859661,0.020845119,0.004123295,0.012468292,0.028888836,0.009614387,0.006491301,0.015925371,0.011184964,0.027445105,0.036268085,0.039155662,0.02099457,0.00950998,0.020030499,0.009731583,0.012004,0.024028372,0.021376074,0.009654241,0.040253087,0.024151842,0.012067967,0.027224127,0.021916638,0.027976289,0.016202619,0.008359,0.022205812,0.000792135,0.01885167,0.018815608,0.022058052,0.024296242,0.028180843,0.030023525,0.011681166,0.022760462,0.008660257,0.027019559,0.011383655,0.013859581,0.011630574,0.003766135,0.038039525,0.026823733,0.008947335,0.010874202,0.009848554,0.009629625,0.000756553,0.018647183,0.012295655,0.025146954,0.008962565,0.018702147,0.010885387,0.033807218,0.033055549,0.04106682,0.006954197,0.016329523,0.011397732,0.010854326
1657,0.026584861,0.026584861,0.026829069,0.008752673,0.021314805,0.047862327,0.036793754,0.021882485,0.020835612,0.028769802,0.02857126,0.036499699,0.048344188,0.032434442,0.041981579,0.054644604,0.052750797,0.021994893,0.021994893,0.034398812,0.018355937,0.028144518,0.024704283,0.003306721,0.011597196,0.031235402,0.007700979,0.005259376,0.017700452,0.010899501,0.028362249,0.039244202,0.041408171,0.02316167,0.008690306,0.018421666,0.01014523,0.011974077,0.022983187,0.022470745,0.008367601,0.043883159,0.022802039,0.011343889,0.028705566,0.023102187,0.035083014,0.017389435,0.012629557,0.026791234,0.002147903,0.022408832,0.021788637,0.024322289,0.028144939,0.033053434,0.03112113,0.011871916,0.023109549,0.005691495,0.029170631,0.01015103,0.01178792,0.010805412,0.001798362,0.040559936,0.029042046,0.009590808,0.010285859,0.007096009,0.006844092,0.002065333,0.02142633,0.012165679,0.029672598,0.010263201,0.021564154,0.010756123,0.036551153,0.034998782,0.044266565,0.006903436,0.01822437,0.011506923,0.011266426
1656,0.027473627,0.027473627,0.02727457,0.008381341,0.02078561,0.052151323,0.041821673,0.021498672,0.020004491,0.02792054,0.027309933,0.038553729,0.046926168,0.028760165,0.041327315,0.054382095,0.052693286,0.021351436,0.021351436,0.031734115,0.019081195,0.028791283,0.028366264,0.003448206,0.01103293,0.032330466,0.00619699,0.004690795,0.019072678,0.010964379,0.02960818,0.041740299,0.042406874,0.023963372,0.007994024,0.016802179,0.011320857,0.011575107,0.021077902,0.023400465,0.00704103,0.045664269,0.020970162,0.010474995,0.029671722,0.023262396,0.041636134,0.017079831,0.017118649,0.031106169,0.003625539,0.025657791,0.025046751,0.026276106,0.032531163,0.037488108,0.030177457,0.012580416,0.023493545,0.002886752,0.030849516,0.00889863,0.00943376,0.009275549,0.001016465,0.041820141,0.031234861,0.009606128,0.00983953,0.005168386,0.00510471,0.004252157,0.023936528,0.0125816,0.033144278,0.011492894,0.024418234,0.010677885,0.038169105,0.035476356,0.046184803,0.009238422,0.019889129,0.010951946,0.011613908
1655,0.026868603,0.026868603,0.026487842,0.007973989,0.019595928,0.055390306,0.045607884,0.020576271,0.018809171,0.026722094,0.025841411,0.039791644,0.044372426,0.024616133,0.038974001,0.051905099,0.050505503,0.020171954,0.020171954,0.028830718,0.020025854,0.028732469,0.03000007,0.004123295,0.010798931,0.033295165,0.005007725,0.005022467,0.020621152,0.010211794,0.030334974,0.04389505,0.041967227,0.023337043,0.006777734,0.015219983,0.012257005,0.010782155,0.021241212,0.02401528,0.006051648,0.045995047,0.021280831,0.011681792,0.03095993,0.022557475,0.047442534,0.015428608,0.021662376,0.034570997,0.004996541,0.028688441,0.026105638,0.027718644,0.035777829,0.0407879,0.028678289,0.014397082,0.023772814,0.000639678,0.03231854,0.008028542,0.007610357,0.007769778,0.000390948,0.041680118,0.033096203,0.010310884,0.009359388,0.005782869,0.004814812,0.006737183,0.024205478,0.012893541,0.035993009,0.013030009,0.027097897,0.010528211,0.038733829,0.034442984,0.046545754,0.009187662,0.021256126,0.010338441,0.011858258
1654,0.025593623,0.025593623,0.025157831,0.007522078,0.017995455,0.057171422,0.048541013,0.019296596,0.017239276,0.024705338,0.023587838,0.039542042,0.040985641,0.020393321,0.035304235,0.047502461,0.046223607,0.018571531,0.018571531,0.025206494,0.021235511,0.02794621,0.031690215,0.004737746,0.010832462,0.03183508,0.004016207,0.004596031,0.022068913,0.009965258,0.030525325,0.044439071,0.040398613,0.022961245,0.00572009,0.013776295,0.013693883,0.009550336,0.02280899,0.024270204,0.00533734,0.044315714,0.022732406,0.012598957,0.030272885,0.021211717,0.051562374,0.01553181,0.025996672,0.036734904,0.005971476,0.031475098,0.024802392,0.028403393,0.03756242,0.043014489,0.026663781,0.016068416,0.02255101,0.00090211,0.032811713,0.007567131,0.006317709,0.007245769,0.000625517,0.040186541,0.03301971,0.010954357,0.008940109,0.007828338,0.00525596,0.009884883,0.026401901,0.013218479,0.036868506,0.014354293,0.029547648,0.009926113,0.038293829,0.032281549,0.045349291,0.01172569,0.022183248,0.009766345,0.012125717
