freq,PDB: 2OAY; native form of c1 inhibitor  _deriv_baselineCorr,PDB: 2OAY; native form of c1 inhibitor  _deriv_baselineCorr_ref_compare,PDB: 1LQ8; split form of c1 inhibitor  _deriv_baselineCorr,PDB: 1V94; carbonic anhydrase (bovin)_deriv_baselineCorr,PDB: 1ATH; cleaved form of anti-thrombin_deriv_baselineCorr,PDB: 3IF7; calmodulin_deriv_baselineCorr,PDB: 2MLT; melittin _deriv_baselineCorr,PDB: 3DLW; native anti-chymotrypsin_deriv_baselineCorr,PDB: 1T1F; native form of anti-thrombin  _deriv_baselineCorr,PDB: 1OVA; native ovalbumin _deriv_baselineCorr,PDB: 1H3E; Split form ovalbumin_deriv_baselineCorr,PDB: 1T5A; pyruvate kinase_deriv_baselineCorr,PDB: 3ENJ; pig citrate synthase _deriv_baselineCorr,PDB: 2BRD; bacteriorhodopsin in purple membrane_deriv_baselineCorr,PDB: 2AXT; phtosystem II reaction centre  _deriv_baselineCorr,PDB: 2I37; rhodopsin bleached _deriv_baselineCorr,PDB: 1HZX; rhodopsin unbleached_deriv_baselineCorr,PDB: 2ACH; sact1 DIFF_deriv_baselineCorr,PDB: 1AS4; split anti-chymotrypsin_deriv_baselineCorr,PDB: 1GNS; subtilisin _deriv_baselineCorr,PDB: 3CEI; superoxide dismutase _deriv_baselineCorr,PDB: 1QOV; Reaction centere R. Sphae._deriv_baselineCorr,PDB: 1SSN; staphylokinase-B wild type _deriv_baselineCorr,PDB: 1yph; chymotrypsin(bovin)_deriv_baselineCorr,PDB: 3A7T; trypsin (bovine)_deriv_baselineCorr,PDB: 3V03; albumin (bovine)_deriv_baselineCorr,PDB: 3AGV; IgG (Human)_deriv_baselineCorr,PDB: 1QHO; alpha amylase_type2 (basillus species)_deriv_baselineCorr,PDB: 1DAY; alpha casein (bovine milk)_deriv_baselineCorr,PDB: 4GCR; apha-Crystallin(Bovine eye lens)_deriv_baselineCorr,PDB: 1HFZ; alpha_lactalbumin (human)_deriv_baselineCorr,PDB: 1a06; albumin (human)_deriv_baselineCorr,PDB: 1E7H; albumin (sheep)_deriv_baselineCorr,PDB: 6adh; alcohol dehydrogenase_deriv_baselineCorr,PDB: 1SLF; avidin_deriv_baselineCorr,PDB: 3LDJ; Aprotinin (bovine lung)_deriv_baselineCorr,PDB: 1BEB; β-lactoglobulin_deriv_baselineCorr,PDB: 3M1K; carbonic anhydrase (human)_deriv_baselineCorr,PDB: 1bkv; collagen (calf skin)_deriv_baselineCorr,PDB: 1ovt; conalbumin(chicken egg white)_deriv_baselineCorr,PDB: 3cna; concanavalin(jack bean)_deriv_baselineCorr,PDB: 1HRC; cytochrome (Horse heart)_deriv_baselineCorr,PDB: 1mpx; d_amino acid dehydrogenase_deriv_baselineCorr,PDB: 2OII; elastin_deriv_baselineCorr,PDB: 1W17; esterase (bacillus sybstilis)_deriv_baselineCorr,PDB: 1T1C; esterase (rhizopus oryzae)_deriv_baselineCorr,PDB: 3F32; ferritin (horse spleen)_deriv_baselineCorr,PDB: 1DLP; Fetuin (calf serum)_deriv_baselineCorr,PDB: 3ghg; fibrinogen(bovine plasma)_deriv_baselineCorr,PDB: 1GAL; glucose oxidase (aspegillus niger)_deriv_baselineCorr,PDB: 3AGV; IgG (bovine) _deriv_baselineCorr,PDB: 2OLY; insulin (human)_deriv_baselineCorr,PDB: 1CRL; lipaseA (candida rugosa)_deriv_baselineCorr,PDB: 1OIL; lipase (wheat)_deriv_baselineCorr,PDB: 3H3F; l_lactic (rabbit muscle)_deriv_baselineCorr,PDB: 1NZ2; myoglobulin(horse muscle)_deriv_baselineCorr,PDB: 9pap; papain(papaya lanex)_deriv_baselineCorr,PDB: 1yx9; pepsin(pepsin gastric mucosa)_deriv_baselineCorr,PDB: 1lsh; phosvitin(from egg white)_deriv_baselineCorr,PDB: 3AJ8; proteinase (from bovine pancreas)_deriv_baselineCorr,PDB: 1HCH; peroxidase (horseradish)_deriv_baselineCorr,PDB: 1rbx; ribnuA(from bovine pancreas)_deriv_baselineCorr,PDB: 3djv; ribnuS.dpt (from bovine pancreas)_deriv_baselineCorr,PDB: 1rbb; ribonucleausB(bovine pancrease)_deriv_baselineCorr,PDB: 1RQW; thaumactin (t.danielli)_deriv_baselineCorr,PDB: 1QGD; Transketalose (E.coli)_deriv_baselineCorr,PDB: 2J9Z; Tryptophan Synthase_deriv_baselineCorr,PDB: 1BBI; typsin-chymotripsin_deriv_baselineCorr,PDB: 1UHB; trypsin (hog pancreas)_deriv_baselineCorr,PDB: 3A7T; trypsin (bovine).1_deriv_baselineCorr,PDB: 2tga; trypsinogen(bovine pancreas)_deriv_baselineCorr,PDB: 2ZCB; ubiquitin (bovine)_deriv_baselineCorr,PDB: 4H9M; urease (Canavalia ensiformis)_deriv_baselineCorr,PDB: 3NNE; choline oxidase_deriv_baselineCorr,PDB: 1bg3; hexakinase_deriv_baselineCorr,PDB: 1w2t; invertase(from baker's yeast)_deriv_baselineCorr,PDB: 1LDM; lactic dehydrogenase_deriv_baselineCorr,PDB: 1IOA; lectin ( p.vulgaris)_deriv_baselineCorr,PDB: 2lyz; Lysozyme (chicken egg)_deriv_baselineCorr,PDB: 2QSP; Hemoglobin bovine_deriv_baselineCorr,PDB: 1YJ0; annexinV/without calcium_deriv_baselineCorr,PDB: 2EIB; galactose oxidase _deriv_baselineCorr,PDB: 1HNA; lglutathion (reduced)_deriv_baselineCorr,PDB: 2ZFG; porin _deriv_baselineCorr,PDB: 3CWL; alpha-1-antitrypsin _deriv_baselineCorr
1695,0.007177429,0.007177429,0.008282751,0.003969542,0.006307652,0.000423042,0.002499215,0.003583893,0.006288401,0,0,0.004465636,0.000628051,0.006723874,0.009259311,0.005602493,0.006646132,0.007500952,0.007500952,0.003496602,0.007265182,0.007065584,0.001436623,0.002469934,0.004541889,0.008082617,0.008926451,0.00350625,0.001384815,0.007032773,0.006662273,0.004736185,0.004385608,0.007202791,0.011554758,0.006589821,0.003374486,0.003396229,0.003353303,0.003681393,0.017848811,0.002213665,0.00300492,0.005502993,0.003542572,0.004517903,0.003772229,0.006243684,0.004607466,0.006710689,0.006778843,0.005894357,0.004764992,0.003323316,0.002816644,0.007512424,0.00271055,0.005713416,0.000244361,0.00049206,0.001427052,0.002392743,0.001703556,0.003637942,0.000234569,0.000280046,0.002677274,0.002604532,0.003503008,0.005446166,0.002609074,0.002871586,0.004303196,0.006823698,0.009654033,0.000520254,0.003559671,0.009606354,0.001780786,0.002169669,0.003573292,0.00543138,0.000162415,0.020236416,0.00788361
1694,0.007745928,0.007745928,0.008422731,0.006049374,0.007046673,0.000388331,0.00284108,0.004766555,0.007278275,0.000143478,0.000694235,0.004256139,0.000318833,0.006653294,0.008250748,0.005980282,0.007145425,0.008406327,0.008406327,0.005758345,0.009019319,0.007282743,0.001464792,0.004438605,0.00668646,0.007926179,0.012761623,0.005970102,0.002026865,0.008953161,0.007717854,0.005130867,0.00584024,0.009407471,0.012286295,0.009519814,0.005050844,0.005022031,0.003451289,0.005375884,0.019330666,0.002222147,0.003117403,0.006420158,0.005496354,0.004710155,0.003836601,0.008204511,0.006310225,0.007367589,0.008332646,0.007435366,0.003706105,0.003779815,0.002064106,0.007463082,0.004477427,0.007757166,0.000418904,0.000262432,0.001605434,0.004264751,0.003706732,0.00570386,0.001316192,0.000280046,0.002881257,0.004182573,0.004923146,0.007037086,0.002684699,0.003688884,0.005916895,0.007317604,0.009219652,0.000591198,0.004471391,0.011296991,0.002605352,0.00357769,0.003500712,0.006903436,0.000514316,0.019751303,0.007839747
1693,0.007677951,0.007677951,0.007957348,0.008064408,0.007789318,0.000229961,0.003104588,0.005985123,0.008329368,0.001091079,0.002231037,0.003844996,6.46E-05,0.006654758,0.007193511,0.006261356,0.007484386,0.009067359,0.009067359,0.008460855,0.010625936,0.007224683,0.002619724,0.006746842,0.009063588,0.008473711,0.016426899,0.009049917,0.002530434,0.010328575,0.008461952,0.005717557,0.00746856,0.010923189,0.012947323,0.012140826,0.007445641,0.006962021,0.005868279,0.006957908,0.019849759,0.002366332,0.005618825,0.008351033,0.006419569,0.005895704,0.003939597,0.008359313,0.007894611,0.007792643,0.010282515,0.008488388,0.002077048,0.004564994,0.002752141,0.007765306,0.006237612,0.009319499,0,0.001213748,0.002235016,0.006571803,0.005641423,0.008004678,0.0025151,0.002147016,0.003212729,0.005438876,0.006532636,0.008644842,0.003100638,0.004903786,0.006051369,0.00781151,0.008775169,0.003689077,0.005890502,0.012327701,0.003627399,0.005656785,0.003546545,0.006446591,0.000954191,0.018084984,0.007733191
1692,0.00739218,0.00739218,0.007365375,0.009545096,0.008557335,0.000199589,0.003378416,0.007192317,0.009156339,0.002323702,0.003833427,0.003173314,0,0.006831356,0.006194004,0.006634827,0.007752767,0.009460803,0.009460803,0.010519348,0.012042388,0.006987919,0.004788744,0.008780192,0.01107187,0.007378647,0.01856869,0.010187079,0.0008183,0.011210915,0.007492894,0.006485587,0.007473988,0.012564173,0.012303923,0.012582989,0.00840356,0.00831353,0.012052292,0.007580221,0.019153198,0.000890555,0.011821494,0.008495849,0.005324593,0.003877066,0.003154253,0.006759691,0.009588265,0.007470633,0.010236815,0.008989216,0,0.003250276,0.000946048,0.007086844,0.007201363,0.010618416,0.001012352,0.003231194,0.000619089,0.009010687,0.008449294,0.00996218,0.002006868,0.001400228,0.002677274,0.005025215,0.007242706,0.010050576,0.00420981,0.005660338,0.007127168,0.007161634,0.00827681,0.00879703,0.007634662,0.01173921,0.002865195,0.007686475,0.003828165,0.008933859,0.000588756,0.01576352,0.00759454
1691,0.007054665,0.007054665,0.00679937,0.010375395,0.009308035,0.000594428,0.00374956,0.008325692,0.009665802,0.003702705,0.005298922,0.002503034,0.000123072,0.007274752,0.005383531,0.007070903,0.007974312,0.009552361,0.009552361,0.011675035,0.013149049,0.006704029,0.005126773,0.010829712,0.012656141,0.006205364,0.019000391,0.011324241,0.000239195,0.011626134,0.006662273,0.006346915,0.007294872,0.013428508,0.011651709,0.01193839,0.00990575,0.009764782,0.015285834,0.007902624,0.017147814,0.000483444,0.015308486,0.009461286,0.005260182,0.003588689,0.002729394,0.008359313,0.010717367,0.007084221,0.011013716,0.009554253,0.001466151,0.002729866,2.15E-05,0.00701283,0.007797014,0.012217083,0.003490868,0.006478791,0,0.010876103,0.010923301,0.011648643,0.002371753,0.002427062,0.002651776,0.004443026,0.00852083,0.011498397,0.006125651,0.006864196,0.009009817,0.006667728,0.008057935,0.013195545,0.008586022,0.010735713,0.002678108,0.010189623,0.004270396,0.009492225,0.000744404,0.013133683,0.00744241
1690,0.006501047,0.006501047,0.00607472,0.010513159,0.009946775,0.000928523,0.004187054,0.00930407,0.01000458,0.005539549,0.007043927,0.002006353,0.000519979,0.00794424,0.004763225,0.007579514,0.008015702,0.009398158,0.009398158,0.012781091,0.01408432,0.006522498,0.006140859,0.012317332,0.01377638,0.006022853,0.018003302,0.014404056,0,0.011353647,0.005814348,0.005589552,0.006643545,0.013516194,0.010946613,0.010505357,0.010580648,0.010931769,0.013380548,0.007812651,0.014405938,0.000542814,0.013915832,0.009171655,0.005109891,0.001922512,0.003643484,0.008204511,0.011819152,0.006556124,0.011638284,0.010042239,0.004276274,0.002373797,0,0.006864802,0.008399359,0.013452416,0.006877011,0.009906809,0.00058761,0.012174644,0.012652539,0.012630406,0.003414281,0.002427062,0.003008746,0.004872008,0.010292622,0.012718944,0.008243161,0.008454613,0.010802815,0.006641733,0.008004059,0.016009648,0.008332326,0.009861481,0.002802833,0.012482803,0.004790789,0.010101352,0.00150911,0.010531144,0.007296913
1689,0.005757026,0.005757026,0.005221452,0.010108407,0.010396631,0.001338548,0.004699535,0.010057424,0.010283177,0.007825206,0.009176075,0.001684675,0.001239565,0.008524698,0.004393079,0.007990548,0.007907217,0.009050068,0.009050068,0.013480647,0.014663936,0.006547004,0.007605652,0.013655382,0.014644952,0.005371029,0.015972917,0.016867908,0.000453212,0.011405549,0.005745129,0.005226871,0.006003072,0.012514066,0.010162194,0.008619507,0.010254084,0.011779579,0.01218294,0.008607412,0.012107732,0.001221333,0.012876697,0.007385596,0.00493813,0.001858428,0.005111177,0.006243684,0.012702402,0.006517483,0.012003885,0.010286232,0.0078602,0.002748126,0.001720088,0.006877137,0.009737902,0.014542416,0.009215893,0.012809964,0.001552969,0.013374311,0.013825338,0.013606146,0.004170115,0.00382729,0.004589612,0.006005745,0.011841249,0.013409185,0.011179944,0.010138908,0.012371689,0.006875688,0.00790304,0.016719086,0.008340254,0.009065487,0.003315588,0.01424077,0.005420247,0.012740901,0.002632484,0.008159942,0.007163397
1688,0.00515065,0.00515065,0.004633536,0.009307443,0.010699488,0.00196118,0.005347457,0.010565235,0.010386937,0.009942235,0.011050913,0.001386835,0.002232217,0.009007338,0.004305919,0.008325592,0.007825744,0.008603333,0.008603333,0.014306644,0.014837741,0.006799225,0.009295796,0.014617484,0.015109345,0.005709977,0.01355818,0.016157181,0.001900973,0.011042232,0.005572083,0.005397544,0.005813101,0.011060982,0.009792019,0.007090583,0.009949292,0.012148626,0.013892253,0.009717079,0.010204391,0.002281517,0.014435399,0.006516702,0.004766369,0.003268271,0.00632138,0.007327299,0.013330693,0.006865254,0.012003885,0.010093606,0.011647757,0.003670255,0.002709139,0.00701283,0.011524857,0.014478832,0.011868953,0.016041158,0.003042979,0.01404006,0.015100865,0.014244592,0.005629655,0.006394374,0.005762513,0.007537823,0.013491314,0.013745888,0.014381416,0.011613357,0.013581962,0.008422393,0.008091608,0.015560338,0.009259902,0.008497406,0.004032753,0.01509711,0.006056717,0.012537859,0.003911506,0.006395768,0.007101561
1687,0.005143886,0.005143886,0.004730914,0.008380598,0.01088072,0.002657572,0.005951355,0.010844453,0.010214695,0.011150031,0.011851099,0.001269045,0.003494858,0.009296395,0.004485898,0.008765985,0.007834676,0.008179558,0.008179558,0.014294827,0.014572743,0.007258802,0.010985941,0.015054068,0.015051296,0.007013625,0.011143442,0.016915289,0.00390266,0.010263697,0.006056612,0.005610886,0.005655697,0.009056727,0.009862528,0.005684187,0.009448562,0.01203891,0.016494329,0.01074427,0.008793523,0.003918442,0.016588657,0.006227071,0.005431943,0.00291581,0.007660328,0.006398486,0.013512806,0.007496393,0.01153165,0.00997803,0.01343972,0.004939324,0.00371969,0.0072102,0.01283663,0.013788499,0.012811487,0.017582946,0.004763837,0.014626711,0.015837075,0.014696324,0.006997974,0.007234511,0.007317882,0.009161826,0.014668,0.013619624,0.017053511,0.01287796,0.014299162,0.009865118,0.009290365,0.01541845,0.009632517,0.008514414,0.00492661,0.014870674,0.006694485,0.014365239,0.004919836,0.00530594,0.007140503
1686,0.005777656,0.005777656,0.005466924,0.007759916,0.010939519,0.003557892,0.00646173,0.010925631,0.009772157,0.011267393,0.011476065,0.001710476,0.004938261,0.009378397,0.004976031,0.008988341,0.007904385,0.007860664,0.007860664,0.014141208,0.014086466,0.007838647,0.012450733,0.015215766,0.01463017,0.007769741,0.009193827,0.014688346,0.006710058,0.009809551,0.006281572,0.005760225,0.005916228,0.007804067,0.009933038,0.004874443,0.00890429,0.011724721,0.015579792,0.011718977,0.007932805,0.00614907,0.015699501,0.006178799,0.005689585,0.003652773,0.009488507,0.008307712,0.012693296,0.008307859,0.01134885,0.009939505,0.014905871,0.006336212,0.004601235,0.007734466,0.013499209,0.012998249,0.01193877,0.017254906,0.006998853,0.014587161,0.015879878,0.014997478,0.007975344,0.008681413,0.009026237,0.010571337,0.015465983,0.013257669,0.018137474,0.014247486,0.012595813,0.011047893,0.010627181,0.011942204,0.009355038,0.008977043,0.005993696,0.013722026,0.0072859,0.01538045,0.005264968,0.004911049,0.00729841
1685,0.006562259,0.006562259,0.006390385,0.007574993,0.010804603,0.004479907,0.006947881,0.010840439,0.009321837,0.010840828,0.010651661,0.002322423,0.006368203,0.009057125,0.00561558,0.009145932,0.007960806,0.007681517,0.007681517,0.014102213,0.013297641,0.008456193,0.012338057,0.01466195,0.014110612,0.008943024,0.008049125,0.014119765,0.009353795,0.009186722,0.006973756,0.006304247,0.006752099,0.006914679,0.010435419,0.005135479,0.008468872,0.010996601,0.011431713,0.012813648,0.007453642,0.008634143,0.011607239,0.006854605,0.005474884,0.005222824,0.010402596,0.007998108,0.011491348,0.009196606,0.010769983,0.00997803,0.016086937,0.008143949,0.00724587,0.008240229,0.012635848,0.011771999,0.0124624,0.015778726,0.009013515,0.013862088,0.015075183,0.014840878,0.008978778,0.010408361,0.010658099,0.012333227,0.015851449,0.01304723,0.017771952,0.014987471,0.012595813,0.012555605,0.011576758,0.007520042,0.008411606,0.009650576,0.007261727,0.011848782,0.007763966,0.015634253,0.005887561,0.004833319,0.007526071
1684,0.007140566,0.007140566,0.007103674,0.007856462,0.010440529,0.005436633,0.007520183,0.010639277,0.009003811,0.010433285,0.010089949,0.003096189,0.007754685,0.008530555,0.006319649,0.009161476,0.008094125,0.007691438,0.007691438,0.014753321,0.012291829,0.00905847,0.011971859,0.013651339,0.013675785,0.011498174,0.007823526,0.01075566,0.01155691,0.008940186,0.00747559,0.00621891,0.007577115,0.006501302,0.010981868,0.005929241,0.0079246,0.010403134,0.007490494,0.01380335,0.007551249,0.010678179,0.007686381,0.007916586,0.006763091,0.00736963,0.011445431,0.010320139,0.010526148,0.009544377,0.010587182,0.010093606,0.017023645,0.010125157,0.009417481,0.008955698,0.011645326,0.010291416,0.01089151,0.014154928,0.011070149,0.012767886,0.013756854,0.014045831,0.009904022,0.012088634,0.011983987,0.013558889,0.015817636,0.01273578,0.016070382,0.015213885,0.012371689,0.013738379,0.012176136,0.002601272,0.00827683,0.010449972,0.008540151,0.009650294,0.008132838,0.015177408,0.00609058,0.004914287,0.007813857
1683,0.007527456,0.007527456,0.007654261,0.008416431,0.009914153,0.006297903,0.008000858,0.010365188,0.008753229,0.009968674,0.009636208,0.003655691,0.008963866,0.007791365,0.006969386,0.008970639,0.008221563,0.007813043,0.007813043,0.015663217,0.011189459,0.009563289,0.011070449,0.012458818,0.013238074,0.01288004,0.008246871,0.009239444,0.013734846,0.009121844,0.007094888,0.00691227,0.008619239,0.006463722,0.011554758,0.007234419,0.008294705,0.009934345,0.006826366,0.014320695,0.007848508,0.012857918,0.006732949,0.009026839,0.007407195,0.008555179,0.011896038,0.012280966,0.009397046,0.00995655,0.010754749,0.010286232,0.017064372,0.012042454,0.010922558,0.009251754,0.011049674,0.009101499,0.010437697,0.012760758,0.012832979,0.011634134,0.01207898,0.013130322,0.010646824,0.011528543,0.014227798,0.014845835,0.015655335,0.012087627,0.014129332,0.015147617,0.009995966,0.01394634,0.012556641,0.000425663,0.00831647,0.011361623,0.009676528,0.00766589,0.008379012,0.014060676,0.006137952,0.004874729,0.008117689
1682,0.008066871,0.008066871,0.008283156,0.009150741,0.009308841,0.006790367,0.008292802,0.010045827,0.008367241,0.008988508,0.008683653,0.004216595,0.009979209,0.006893736,0.007605539,0.00870079,0.008245961,0.008009198,0.008009198,0.016280056,0.010019766,0.009915795,0.009831009,0.011775644,0.012808655,0.014053324,0.009188257,0.007817991,0.015585462,0.009290527,0.006748796,0.007722969,0.009569092,0.007415743,0.012004257,0.008816616,0.00766335,0.009789718,0.008481242,0.013968301,0.00831436,0.014927399,0.008179167,0.012598957,0.009382447,0.01028544,0.011741544,0.013828987,0.009469891,0.009789105,0.010648116,0.010555908,0.016249843,0.013293263,0.011524589,0.009412118,0.011129987,0.008247666,0.010996236,0.011071351,0.014144608,0.011568219,0.011188679,0.012395506,0.01110293,0.010968452,0.014737755,0.0153361,0.014769439,0.011060684,0.013070577,0.014810758,0.007799543,0.013764374,0.013169488,0.002577624,0.009117198,0.012055567,0.01089259,0.006191997,0.008432376,0.012334817,0.005955234,0.005045455,0.008470949
1681,0.008867708,0.008867708,0.00900456,0.009998864,0.008719235,0.00717002,0.008287115,0.009689222,0.007851551,0.007456031,0.007159633,0.004790961,0.010835329,0.005910004,0.008215657,0.008289756,0.008346386,0.008231715,0.008231715,0.016541208,0.008644084,0.010084508,0.008450724,0.011326933,0.012161101,0.015982722,0.01059755,0.006633447,0.016806617,0.009524088,0.006627664,0.008576335,0.010187854,0.008280078,0.012347991,0.010430776,0.008294705,0.009989203,0.009428442,0.013061074,0.008908877,0.015817954,0.008720159,0.01370921,0.010541835,0.012239994,0.012192152,0.014912601,0.009879646,0.00962166,0.01112035,0.010902635,0.014620786,0.014142352,0.013029666,0.009449125,0.011672097,0.007430166,0.012532218,0.010530085,0.014847641,0.011185907,0.010478151,0.011479997,0.011168088,0.010781755,0.015757668,0.016270667,0.013890306,0.009612862,0.012364741,0.014468377,0.008113317,0.012516612,0.01317959,0.005297136,0.009577021,0.012531802,0.011869597,0.00529037,0.008305394,0.012081014,0.006056744,0.005432713,0.008821854
1680,0.009502154,0.009502154,0.00945209,0.01078943,0.00826213,0.007393473,0.008294487,0.009317675,0.007464525,0.006043819,0.005854243,0.005335879,0.011303002,0.00475114,0.008719373,0.007495753,0.008249228,0.008461602,0.008461602,0.016270602,0.007248285,0.010069239,0.007126777,0.011031834,0.011663177,0.016113087,0.012229656,0.005827957,0.017813755,0.00990038,0.005900871,0.008949683,0.010730627,0.009169466,0.012621216,0.012236717,0.009143769,0.010487915,0.008045749,0.012071371,0.009152895,0.016216583,0.00724716,0.016702066,0.011636811,0.014098422,0.01198616,0.015480209,0.010507937,0.009518616,0.011318383,0.011326412,0.012217927,0.014489291,0.013115671,0.009350439,0.011993347,0.007230333,0.013090757,0.010776115,0.014784683,0.010909061,0.009699138,0.010504258,0.010959582,0.008681413,0.01608914,0.016852857,0.013132898,0.008324974,0.010310253,0.013883015,0.006454794,0.011502806,0.01257011,0.008915269,0.009799005,0.012654263,0.012749597,0.005022764,0.008029227,0.011421127,0.006374808,0.005876648,0.009129111
1679,0.009622888,0.009622888,0.009415168,0.011524111,0.007970952,0.007204732,0.007835508,0.008918027,0.007476976,0.005428313,0.005474163,0.005813208,0.011322616,0.003563574,0.009028394,0.006519116,0.007879115,0.008679867,0.008679867,0.016561297,0.006053112,0.009899395,0.006056352,0.010833754,0.011579529,0.016895276,0.013856192,0.005543666,0.017826344,0.010276672,0.005347123,0.008458998,0.010904315,0.009457578,0.01272698,0.013776295,0.010036376,0.010976653,0.006205787,0.01104418,0.009223882,0.015987583,0.005367076,0.016653794,0.012560027,0.015540306,0.010569965,0.015480209,0.010526148,0.009029161,0.011866784,0.011313571,0.011403399,0.013868452,0.011868607,0.008832341,0.012060275,0.007366583,0.014103109,0.010202045,0.013976719,0.010533341,0.009091337,0.008865979,0.010594697,0.006814443,0.014533772,0.016316629,0.011996788,0.007121262,0.007121385,0.013154074,0.006947869,0.010787942,0.011277069,0.009624707,0.009870357,0.012280078,0.01319999,0.005286253,0.007702812,0.010507436,0.006530456,0.006306472,0.009375387
1678,0.009233969,0.009233969,0.009003343,0.012170601,0.007879933,0.006794706,0.007323448,0.008523732,0.007806934,0.005566955,0.005949431,0.005869018,0.010807253,0.002506919,0.009111026,0.005556727,0.007217312,0.008834637,0.008834637,0.016152434,0.005081095,0.009580631,0.005436632,0.010785245,0.011555732,0.015774139,0.015148508,0.007817991,0.017788577,0.010510233,0.004326151,0.008117651,0.010475524,0.009683056,0.012233413,0.014570057,0.010798356,0.01163994,0.005117053,0.009897025,0.009179515,0.01499525,0.004552909,0.017908863,0.012345326,0.016245227,0.009321138,0.016925028,0.010125499,0.008191935,0.011942951,0.010838426,0.009977974,0.012681554,0.01055704,0.008277236,0.012107124,0.008283999,0.014277652,0.010661301,0.012025015,0.010230128,0.009091337,0.007438508,0.010490445,0.005460889,0.012315459,0.015994893,0.01092154,0.006742472,0.005432419,0.012403044,0.007665068,0.009202245,0.009445261,0.009009861,0.010179549,0.011388837,0.012940148,0.005969678,0.007424957,0.009492225,0.00674701,0.006495705,0.009538002
1677,0.008612712,0.008612712,0.008432468,0.012455784,0.007919804,0.006005028,0.006424657,0.008121408,0.008179434,0.006081542,0.006663847,0.005685322,0.009749988,0.001623933,0.008972929,0.004330534,0.006374919,0.008877156,0.008877156,0.015638402,0.004080915,0.009133872,0.005464802,0.010655887,0.011470281,0.014157615,0.015496654,0.008291808,0.016252691,0.009939307,0.002128467,0.008309658,0.00916744,0.009357365,0.011563572,0.014106585,0.011255545,0.012198497,0.007044113,0.008247521,0.009059725,0.013248066,0.006593683,0.018295038,0.010842416,0.015892767,0.007119599,0.014861001,0.009478997,0.007019819,0.012201918,0.009849613,0.009692889,0.010965116,0.009223972,0.007197865,0.012267749,0.009255916,0.013719113,0.01154701,0.009527674,0.009795084,0.009176943,0.006294122,0.009825833,0.004900798,0.009638186,0.014309607,0.009717804,0.006986581,0.004499707,0.011679625,0.006678919,0.00755156,0.006973667,0.010452385,0.010346037,0.009946523,0.012070542,0.007180082,0.007266424,0.008527774,0.006936494,0.00690494,0.009617383
1676,0.007951548,0.007951548,0.00784009,0.012423664,0.007990283,0.004987557,0.005797589,0.007723991,0.008452324,0.006537126,0.007114561,0.00519425,0.008400812,0.001112885,0.008611838,0.003188534,0.005234082,0.008748181,0.008748181,0.014078579,0.003152886,0.008605678,0.004732405,0.01077716,0.011367523,0.010924569,0.014421581,0.009002535,0.013709667,0.00913482,0.000311483,0.007957645,0.006648972,0.009156939,0.010303213,0.012348589,0.011233774,0.012582506,0.010985332,0.00595321,0.008988737,0.010415253,0.010787716,0.015640085,0.009081866,0.014162506,0.00477644,0.014241792,0.008741438,0.005499931,0.012460885,0.008488388,0.010751776,0.00787005,0.005826798,0.005409192,0.012435067,0.010954499,0.013928565,0.012006266,0.006064973,0.009538013,0.009801865,0.00539066,0.008522672,0.002753782,0.006705933,0.012042132,0.008209752,0.007845173,0.004323248,0.010961728,0.008113317,0.006420775,0.004892679,0.013337432,0.010108197,0.007963341,0.010012591,0.008538698,0.007343419,0.007766366,0.006699639,0.007265132,0.009605401
1675,0.007315749,0.007315749,0.007266781,0.012225372,0.008017266,0.004130626,0.005196851,0.007285315,0.008522881,0.006768948,0.007188223,0.004847892,0.006810492,0.001211873,0.007970025,0.002111729,0.003906555,0.008429004,0.008429004,0.012059082,0.002475371,0.00801622,0.004507053,0.011343103,0.01116994,0.008916951,0.012675283,0.010092315,0.013546007,0.008888283,0,0.007157613,0.004781832,0.008305131,0.009897783,0.010926211,0.011799817,0.013500136,0.01287973,0.00412376,0.008829017,0.009388994,0.012812421,0.012357598,0.008459232,0.014386799,0.004029719,0.013054976,0.00877786,0.005061998,0.01343582,0.007602309,0.011810663,0.006884011,0.004859248,0.004669052,0.013024026,0.012117166,0.015080552,0.01212108,0.004784823,0.009129335,0.010118607,0.005258152,0.008731177,0.001866971,0.005176063,0.011751037,0.008304428,0.009023632,0.004184601,0.010972773,0.010040791,0.006641733,0.004239424,0.015749521,0.008538454,0.007180954,0.009458261,0.010033176,0.007579465,0.007360282,0.007782408,0.007624166,0.009524094
