999.9028550560,-0.0000909529
1000.8672688891,-0.0000909529
1001.8316827223,-0.0000909529
1002.7960965554,-0.0000909529
1003.7605103885,-0.0000909529
1004.7249242216,-0.0000458469
1005.6893380547,-0.0000489874
1006.6537518879,-0.0000781858
1007.6181657210,-0.0001140239
1008.5825795541,-0.0001492599
1009.5469933872,-0.0001900129
1010.5114072203,-0.0002367523
1011.4758210535,-0.0002753723
1012.4402348866,-0.0002724561
1013.4046487197,-0.0001959268
1014.3690625528,-0.0000438656
1015.3334763859,0.0001386386
1016.2978902190,0.0002729240
1017.2623040522,0.0002886929
1018.2267178853,0.0001729010
1019.1911317184,-0.0000170415
1020.1555455515,-0.0001774037
1021.1199593846,-0.0002177146
1022.0843732178,-0.0001108087
1023.0487870509,0.0000962118
1024.0132008840,0.0003124064
1024.9776147171,0.0004535022
1025.9420285502,0.0004816031
1026.9064423834,0.0004128817
1027.8708562165,0.0002996027
1028.8352700496,0.0001981368
1029.7996838827,0.0001406840
1030.7640977158,0.0001242359
1031.7285115489,0.0001150340
1032.6929253821,0.0000735872
1033.6573392152,-0.0000181411
1034.6217530483,-0.0001429982
1035.5861668814,-0.0002559610
1036.5505807145,-0.0003139285
1037.5149945477,-0.0003056061
1038.4794083808,-0.0002515821
1039.4438222139,-0.0001808944
1040.4082360470,-0.0001053131
1041.3726498801,-0.0000220482
1042.3370637132,0.0000620026
1043.3014775464,0.0001134349
1044.2658913795,0.0000882439
1045.2303052126,-0.0000233633
1046.1947190457,-0.0001624800
1047.1591328788,-0.0002273626
1048.1235467120,-0.0001483995
1049.0879605451,0.0000392435
1050.0523743782,0.0001968472
1051.0167882113,0.0001664406
1051.9812020444,-0.0001136568
1052.9456158776,-0.0005459670
1053.9100297107,-0.0009188151
1054.8744435438,-0.0010331188
1055.8388573769,-0.0008235108
1056.8032712100,-0.0003970100
1057.7676850431,0.0000379689
1058.7320988763,0.0002978136
1059.6965127094,0.0003257884
1060.6609265425,0.0002023575
1061.6253403756,0.0000754936
1062.5897542087,0.0000561184
1063.5541680419,0.0001499731
1064.5185818750,0.0002752699
1065.4829957081,0.0003299153
1066.4474095412,0.0002744801
1067.4118233743,0.0001577958
1068.3762372075,0.0000812645
1069.3406510406,0.0001326988
1070.3050648737,0.0003235892
1071.2694787068,0.0005808207
1072.2338925399,0.0007898671
1073.1983063730,0.0008504801
1074.1627202062,0.0007282962
1075.1271340393,0.0004626442
1076.0915478724,0.0001402843
1077.0559617055,-0.0001484021
1078.0203755386,-0.0003459453
1078.9847893718,-0.0004311937
1079.9492032049,-0.0004008254
1080.9136170380,-0.0002562407
1081.8780308711,-0.0000133352
1082.8424447042,0.0002701161
1083.8068585374,0.0004817843
1084.7712723705,0.0004986638
1085.7356862036,0.0002600772
1086.7001000367,-0.0001705014
1087.6645138698,-0.0006157731
1088.6289277029,-0.0008761088
1089.5933415361,-0.0008359515
1090.5577553692,-0.0005233509
1091.5221692023,-0.0000829876
1092.4865830354,0.0003125343
1093.4509968685,0.0005421729
1094.4154107017,0.0005714609
1095.3798245348,0.0004335953
1096.3442383679,0.0001866246
1097.3086522010,-0.0001105398
1098.2730660341,-0.0004067201
1099.2374798673,-0.0006472922
1100.2018937004,-0.0007695936
1101.1663075335,-0.0007150400
1102.1307213666,-0.0004578042
1103.0951351997,-0.0000452216
1104.0595490328,0.0003887303
1105.0239628660,0.0006607170
1105.9883766991,0.0006237388
1106.9527905322,0.0002689206
1107.9172043653,-0.0002381724
1108.8816181984,-0.0006213050
1109.8460320316,-0.0006444507
1110.8104458647,-0.0002548492
1111.7748596978,0.0003772908
1112.7392735309,0.0009481970
1113.7036873640,0.0011893669
1114.6681011971,0.0010080795
1115.6325150303,0.0005204364
1116.5969288634,-0.0000345914
1117.5613426965,-0.0004346716
1118.5257565296,-0.0005773132
1119.4901703627,-0.0005041126
1120.4545841959,-0.0003427299
1121.4189980290,-0.0002185751
1122.3834118621,-0.0001877843
1123.3478256952,-0.0002217607
1124.3122395283,-0.0002436679
1125.2766533615,-0.0001866633
1126.2410671946,-0.0000349054
1127.2054810277,0.0001613803
1128.1698948608,0.0003223914
1129.1343086939,0.0003818854
1130.0987225270,0.0003279083
1131.0631363602,0.0002062431
1132.0275501933,0.0000915595
1132.9919640264,0.0000361478
1133.9563778595,0.0000389424
1134.9207916926,0.0000376677
1135.8852055258,-0.0000406678
1136.8496193589,-0.0002282703
1137.8140331920,-0.0004695511
1138.7784470251,-0.0006407058
1139.7428608582,-0.0006197122
1140.7072746914,-0.0003787644
1141.6716885245,-0.0000174090
1142.6361023576,0.0002811967
1143.6005161907,0.0003552322
1144.5649300238,0.0001554324
1145.5293438569,-0.0002345259
1146.4937576901,-0.0006498394
1147.4581715232,-0.0009217320
1148.4225853563,-0.0009384748
1149.3869991894,-0.0006697375
1150.3514130225,-0.0001795795
1151.3158268557,0.0003763963
1152.2802406888,0.0007853902
1153.2446545219,0.0008531209
1154.2090683550,0.0005149664
1155.1734821881,-0.0001020962
1156.1378960213,-0.0007184457
1157.1023098544,-0.0010469920
1158.0667236875,-0.0009576295
1159.0311375206,-0.0005428327
1159.9955513537,-0.0000503777
1160.9599651868,0.0002722592
1161.9243790200,0.0003144890
1162.8887928531,0.0001324846
1163.8532066862,-0.0001238606
1164.8176205193,-0.0003150327
1165.7820343524,-0.0003806542
1166.7464481856,-0.0003359341
1167.7108620187,-0.0002345645
1168.6752758518,-0.0001258121
1169.6396896849,-0.0000358817
1170.6041035180,0.0000292918
1171.5685173512,0.0000628279
1172.5329311843,0.0000548854
1173.4973450174,-0.0000120376
1174.4617588505,-0.0001423366
1175.4261726836,-0.0003054552
1176.3905865167,-0.0004205026
1177.3550003499,-0.0003827815
1178.3194141830,-0.0001213549
1179.2838280161,0.0003382085
1180.2482418492,0.0008600380
1181.2126556823,0.0012454574
1182.1770695155,0.0013349955
1183.1414833486,0.0010944360
1184.1058971817,0.0006330147
1185.0703110148,0.0001318224
1186.0347248479,-0.0002608474
1186.9991386810,-0.0004976618
1187.9635525142,-0.0006177682
1188.9279663473,-0.0006668313
1189.8923801804,-0.0006300748
1190.8567940135,-0.0004346365
1191.8212078466,-0.0000277310
1192.7856216798,0.0005293685
1193.7500355129,0.0010496356
1194.7144493460,0.0013112677
1195.6788631791,0.0011897176
1196.6432770122,0.0007368824
1197.6076908454,0.0001528382
1198.5721046785,-0.0003260695
1199.5365185116,-0.0005391170
1200.5009323447,-0.0004529215
1201.4653461778,-0.0001267685
1202.4297600109,0.0003419342
1203.3941738441,0.0008464440
1204.3585876772,0.0012684222
1205.3230015103,0.0014810842
1206.2874153434,0.0013889188
1207.2518291765,0.0009834468
1208.2162430097,0.0003745267
1209.1806568428,-0.0002358520
1210.1450706759,-0.0006336265
1211.1094845090,-0.0006841737
1212.0738983421,-0.0004006620
1213.0383121753,0.0000602674
1214.0027260084,0.0004695549
1214.9671398415,0.0006369037
1215.9315536746,0.0005054050
1216.8959675077,0.0001726863
1217.8603813408,-0.0001780261
1218.8247951740,-0.0003852754
1219.7892090071,-0.0004004677
1220.7536228402,-0.0002910533
1221.7180366733,-0.0001754378
1222.6824505064,-0.0001337022
1223.6468643396,-0.0001643531
1224.6112781727,-0.0001940208
1225.5756920058,-0.0001404329
1226.5401058389,0.0000317677
1227.5045196720,0.0002829040
1228.4689335052,0.0005233477
1229.4333473383,0.0006585143
1230.3977611714,0.0006429756
1231.3621750045,0.0005005491
1232.3265888376,0.0003107233
1233.2910026707,0.0001614783
1234.2554165039,0.0000993847
1235.2198303370,0.0001173141
1236.1842441701,0.0001737851
1237.1486580032,0.0002325866
1238.1130718363,0.0002873662
1239.0774856695,0.0003433329
1240.0418995026,0.0003885956
1241.0063133357,0.0003821734
1241.9707271688,0.0002811881
1242.9351410019,0.0000834607
1243.8995548351,-0.0001515086
1244.8639686682,-0.0003285943
1245.8283825013,-0.0003740489
1246.7927963344,-0.0002779182
1247.7572101675,-0.0001007594
1248.7216240006,0.0000638856
1249.6860378338,0.0001408524
1250.6504516669,0.0000957226
1251.6148655000,-0.0000644516
1252.5792793331,-0.0003090352
1253.5436931662,-0.0005918762
1254.5081069994,-0.0008534181
1255.4725208325,-0.0010314493
1256.4369346656,-0.0010802342
1257.4013484987,-0.0009911747
1258.3657623318,-0.0008039735
1259.3301761649,-0.0005862950
1260.2945899981,-0.0003986839
1261.2590038312,-0.0002654619
1262.2234176643,-0.0001700615
1263.1878314974,-0.0000731089
1264.1522453305,0.0000561996
1265.1166591637,0.0002209919
1266.0810729968,0.0003911366
1267.0454868299,0.0005197705
1268.0099006630,0.0005637793
1268.9743144961,0.0005125392
1269.9387283293,0.0003929728
1270.9031421624,0.0002620416
1271.8675559955,0.0001725786
1272.8319698286,0.0001437817
1273.7963836617,0.0001519449
1274.7607974948,0.0001511433
1275.7252113280,0.0001051073
1276.6896251611,0.0000137057
1277.6540389942,-0.0000932760
1278.6184528273,-0.0001750187
1279.5828666604,-0.0002057766
1280.5472804936,-0.0001850383
1281.5116943267,-0.0001289753
1282.4761081598,-0.0000572189
1283.4405219929,0.0000094229
1284.4049358260,0.0000484336
1285.3693496592,0.0000383877
1286.3337634923,-0.0000331981
1287.2981773254,-0.0001517801
1288.2625911585,-0.0002765583
1289.2270049916,-0.0003527630
1290.1914188247,-0.0003410259
1291.1558326579,-0.0002423269
1292.1202464910,-0.0000947893
1293.0846603241,0.0000488471
1294.0490741572,0.0001495304
1295.0134879903,0.0001989623
1295.9779018235,0.0002130541
1296.9423156566,0.0002143896
1297.9067294897,0.0002175559
1298.8711433228,0.0002245472
1299.8355571559,0.0002320854
1300.7999709891,0.0002399098
1301.7643848222,0.0002517387
1302.7287986553,0.0002670570
1303.6932124884,0.0002803556
1304.6576263215,0.0002775608
1305.6220401546,0.0002476378
1306.5864539878,0.0001857350
1307.5508678209,0.0000975262
1308.5152816540,-0.0000055284
1309.4796954871,-0.0001115198
1310.4441093202,-0.0002102065
1311.4085231534,-0.0002944024
1312.3729369865,-0.0003626923
1313.3373508196,-0.0004128838
1314.3017646527,-0.0004461016
1315.2661784858,-0.0004555470
