,freq,lot 021016 rep 1_0,lot 021016 rep 2_0
0,3998.6892084466,-0.0015373708030114348,-0.0014813196703350566
1,3997.7249718397998,-0.0015376869033584782,-0.001483174533336639
2,3996.760735233,-0.001539152205859616,-0.00148533025258339
3,3995.7964986261,-0.0015416182384279681,-0.0014874381409422186
4,3994.8322620193,-0.0015447877131573098,-0.0014892490902113018
5,3993.8680254125,-0.0015481621439261094,-0.0014903616939226476
6,3992.9037888057,-0.0015510893496099923,-0.001490624750462988
7,3991.9395521989,-0.001553172082151038,-0.001489939901743599
8,3990.9753155921003,-0.0015540552687906568,-0.0014884530799297354
9,3990.0110789853,-0.0015537372945795616,-0.0014864655904490934
10,3989.0468423784996,-0.0015523640098734966,-0.0014844742192739006
11,3988.0826057716,-0.0015500848696262445,-0.0014826815368924624
12,3987.1183691648,-0.0015474500202672138,-0.0014814878254625803
13,3986.1541325579997,-0.0015446602722616765,-0.0014810456008515112
14,3985.1898959512,-0.0015421664496385844,-0.0014813546921036078
15,3984.2256593444,-0.0015401212982720618,-0.001482317435235133
16,3983.2614227376002,-0.0015387270391793544,-0.0014835316307134083
17,3982.2971861308,-0.0015380870451190583,-0.0014849479463731868
18,3981.3329495240005,-0.001538100814150286,-0.001486063254677721
19,3980.3687129172,-0.0015386688085663597,-0.001486674907594512
20,3979.4044763103,-0.001539541621228496,-0.0014865819981882394
21,3978.4402397034996,-0.0015404170115744988,-0.0014855805756522622
22,3977.4760030967,-0.0015409894655697195,-0.0014837707206516743
23,3976.5117664899,-0.0015410589800016975,-0.0014813526300655779
24,3975.5475298831,-0.0015403696171637574,-0.0014786291558614682
25,3974.5832932763,-0.0015389738562393979,-0.0014759043721158781
26,3973.6190566695,-0.00153691828069538,-0.0014733811570665327
27,3972.6548200627003,-0.0015344569310938982,-0.0014713611615200638
28,3971.6905834559,-0.0015319933623887429,-0.0014698475559647931
29,3970.726346849,-0.0015296298918270213,-0.001468689062856519
30,3969.7621102422,-0.0015277198807874311,-0.001467629258925348
31,3968.7978736354,-0.0015263642838668247,-0.0014666183143128252
32,3967.8336370285997,-0.001525668829134512,-0.0014655550676887768
33,3966.8694004218,-0.0015256829729720462,-0.00146459049092858
34,3965.905163815,-0.001526406613237787,-0.0014638274819516375
35,3964.9409272082003,-0.0015278942237611443,-0.0014636223096329932
36,3963.9766906014,-0.001529993731627338,-0.0014639762803349953
37,3963.0124539946,-0.0015324030867235397,-0.001464943402621149
38,3962.0482173877003,-0.001534714465107512,-0.0014661686161799138
39,3961.0839807809,-0.0015364195801867578,-0.001467448808385492
40,3960.1197441740997,-0.0015370070809338178,-0.0014682744125639946
41,3959.1555075673,-0.001536320809338642,-0.0014684394809091226
42,3958.1912709605,-0.0015345122555631193,-0.0014678407295143315
43,3957.2270343536998,-0.0015320379263023777,-0.0014666288962353596
44,3956.2627977469,-0.0015295100447847692,-0.001465160040690209
45,3955.2985611401,-0.0015275405640926727,-0.0014639953629005456
46,3954.3343245332003,-0.0015266927182766435,-0.0014636451386983908
47,3953.3700879264,-0.0015269158688294105,-0.0014644186506248885
48,3952.4058513196,-0.0015281622046858564,-0.0014663183879302924
49,3951.4416147128004,-0.0015302277184369782,-0.001469243712065335
50,3950.477378106,-0.0015326551700509659,-0.0014728398100357911
51,3949.5131414991997,-0.0015350883745365198,-0.0014766482080685681
52,3948.5489048924,-0.001537272305425523,-0.0014802087063465492
53,3947.5846682856,-0.0015391053555518829,-0.0014833680608561956
54,3946.6204316788,-0.0015404839863810142,-0.0014858173170604308
55,3945.6561950719,-0.0015414580222120936,-0.001487553835617559
56,3944.6919584651,-0.0015420771848457223,-0.0014885239747585246
57,3943.7277218583004,-0.001542391075979874,-0.0014889313674843366
58,3942.7634852515002,-0.0015426044117041228,-0.0014889289664776807
59,3941.7992486446997,-0.001542716342332047,-0.0014885667377189144
60,3940.8350120378996,-0.0015427771940615474,-0.0014878948494112098
61,3939.8707754311,-0.0015427334218737192,-0.0014870141091210985
62,3938.9065388243,-0.0015426866606470338,-0.0014859228991851762
63,3937.9423022175,-0.0015426349726154003,-0.001484877539916332
64,3936.9780656106,-0.001542784623311903,-0.00148387732348117
65,3936.0138290038,-0.0015433169153491444,-0.0014832329581180906
66,3935.049592397,-0.0015443896017127206,-0.0014830499497004539
67,3934.0853557902,-0.0015461104889736722,-0.0014834101048574726
68,3933.1211191834004,-0.0015484591037783586,-0.0014841887183700776
69,3932.1568825766,-0.0015512584489573856,-0.0014852343846832648
70,3931.1926459697997,-0.0015542253686447348,-0.0014862373868204134
71,3930.228409363,-0.0015570736566287038,-0.0014870673472481618
72,3929.2641727561,-0.0015594363419900155,-0.0014874611740220284
73,3928.2999361493,-0.0015609972319493765,-0.0014873111853119852
74,3927.3356995425,-0.0015615954765750544,-0.001486534823813574
75,3926.3714629357,-0.0015610977054484466,-0.001485077769567421
76,3925.4072263289,-0.0015595018521069887,-0.0014828860722558798
77,3924.4429897221003,-0.0015569880101257727,-0.0014801410256371612
78,3923.4787531153,-0.0015537120353162027,-0.0014768684725314529
79,3922.5145165084996,-0.001549829386345194,-0.0014733026585330663
80,3921.5502799017,-0.0015457049840589573,-0.0014697042753927716
81,3920.5860432947998,-0.00154157712620423,-0.0014662858439680182
82,3919.6218066879997,-0.0015377097560597772,-0.0014632335036993994
83,3918.6575700812,-0.0015343945956168966,-0.001460707661946236
84,3917.6933334744,-0.0015317933485192465,-0.0014588177367444444
85,3916.7290968676,-0.0015299597998472483,-0.001457591199349021
86,3915.7648602608,-0.001528840548584696,-0.001456921822876103
87,3914.8006236540004,-0.001528195100123044,-0.0014568053750208775
88,3913.8363870472,-0.0015277297252009273,-0.0014570014240149302
89,3912.8721504403998,-0.0015271754018668154,-0.0014573714537417246
90,3911.9079138334996,-0.0015263420096266354,-0.0014577795152990848
91,3910.9436772267,-0.0015251734114257783,-0.0014580910009443487
92,3909.9794406199,-0.0015235869232670934,-0.001458171594627384
93,3909.0152040131,-0.0015216610055873436,-0.001457916160762681
94,3908.0509674063,-0.001519477132518255,-0.0014571944944156154
95,3907.0867307995,-0.0015172499845767093,-0.0014560107056505681
96,3906.1224941927003,-0.0015152006410549708,-0.0014543736064377994
97,3905.1582575859,-0.0015135483875437315,-0.0014522899550137493
98,3904.1940209790996,-0.0015125716494819984,-0.0014499027597279692
99,3903.2297843722,-0.0015124105304190512,-0.0014474045732171571
100,3902.2655477654,-0.0015130962350990741,-0.001445035380384825
101,3901.3013111585997,-0.0015145509448893577,-0.0014429015773799684
102,3900.3370745518,-0.0015165861105274885,-0.0014411846588507134
103,3899.372837945,-0.0015190095787926232,-0.0014399561210543688
104,3898.4086013382002,-0.0015214928033722326,-0.0014391551268124018
105,3897.4443647314,-0.0015238923801569482,-0.0014389283198484037
106,3896.4801281246,-0.0015259073711157145,-0.0014391909567786285
107,3895.5158915177003,-0.0015274248247999292,-0.0014398572814296531
108,3894.5516549109,-0.0015283890752601503,-0.0014409249696335
109,3893.5874183040996,-0.001528777823500126,-0.0014421618941094679
110,3892.6231816973,-0.0015286498154581923,-0.0014435203800265885
111,3891.6589450905,-0.001528143974186406,-0.0014447714103690001
112,3890.6947084836997,-0.0015274521015461277,-0.0014458373301878737
113,3889.7304718769,-0.0015267345985387048,-0.0014464537834534153
114,3888.7662352701,-0.0015261520767572406,-0.0014465410899787041
115,3887.8019986633003,-0.0015258116029072035,-0.0014459895946171038
116,3886.8377620564,-0.0015257977049759949,-0.0014447781248037982
117,3885.8735254496,-0.0015260343526285781,-0.001443013008561837
118,3884.9092888428004,-0.001526256609660298,-0.0014406969138140418
119,3883.945052236,-0.0015261723347653779,-0.0014378567232329366
120,3882.9808156291997,-0.001525374753539475,-0.0014345666813901214
121,3882.0165790224,-0.0015236431051840853,-0.0014309291660261642
122,3881.0523424156,-0.001520946277702214,-0.0014271004794911921
123,3880.0881058088003,-0.0015175461442913114,-0.0014233713012013656
124,3879.123869202,-0.0015137856192811647,-0.0014200336904346827
125,3878.1596325951,-0.0015101155740102623,-0.0014173494103052117
126,3877.1953959883003,-0.0015068774805309694,-0.001415636924620569
127,3876.2311593815,-0.0015043094525459128,-0.0014149734606980317
128,3875.2669227746997,-0.001502363608987728,-0.0014152552198298425
129,3874.3026861679,-0.0015008010028022475,-0.0014162205166465928
130,3873.3384495611,-0.0014991680577554137,-0.001417337634825943
131,3872.3742129542998,-0.0014970250900057935,-0.0014180545737015188
132,3871.4099763475,-0.0014942405473233923,-0.0014179453376662252
133,3870.4457397406,-0.0014908275324171244,-0.001416696618687624
134,3869.4815031338,-0.0014872180834991332,-0.0014142820942814917
135,3868.517266527,-0.0014837663981551764,-0.0014108903020042182
136,3867.5530299202,-0.001480813988585853,-0.001406700753217742
137,3866.5887933134004,-0.0014785174129204985,-0.0014020027694567304
138,3865.6245567066,-0.0014767874445103593,-0.0013969473271911587
139,3864.6603200997997,-0.0014755439788096021,-0.001391694887312292
140,3863.696083493,-0.001474562812514242,-0.0013864313204682427
141,3862.7318468862,-0.0014735613303530314,-0.0013812242654845514
142,3861.7676102793,-0.0014725069712922118,-0.00137636380223247
143,3860.8033736725,-0.001471598505907036,-0.0013722465868934094
144,3859.8391370657,-0.001471078364027066,-0.0013692977619610414
145,3858.8749004589004,-0.0014713978928775039,-0.0013680043215213399
146,3857.9106638521002,-0.0014725409616250518,-0.0013684840503613502
147,3856.9464272453,-0.0014744203471026944,-0.0013707087388476029
148,3855.9821906384996,-0.0014765534065831927,-0.0013741407336745406
